X, Y (original), Y (smoothed),,X(R1),Y(R1),Y(R1_Bg),,X (R2),Y(R2), Y(R2_Bg)
684.9201174644015,747,737.0476484373415,,692.225411013743,1118.4675745218674,649.9398292193488,,690.7948145977454,711.8501679401821,606.0180986917005
684.9305092240983,735,736.7385146609513,,692.240411013743,1125.5125010632103,650.400354599216,,690.8098145977453,713.8123291143567,606.4786240715678
684.940900711586,735,736.3567101510639,,692.255411013743,1132.6958992635737,650.8608799790834,,690.8248145977453,715.8064840885534,606.9391494514351
684.9512919268395,738,736.1333205823476,,692.270411013743,1140.021641111003,651.3214053589506,,690.8398145977453,717.8335425366688,607.3996748313024
684.9616828698342,738,735.5600796874176,,692.285411013743,1147.49373347764,651.7819307388179,,690.8548145977453,719.8944464835868,607.8602002111696
684.9720735405455,739,735.1289519516024,,692.300411013743,1155.1163237352794,652.2424561186853,,690.8698145977453,721.990171686213,608.320725591037
684.9824639389485,739,734.45345199607,,692.315411013743,1162.8937056423279,652.7029814985525,,690.8848145977453,724.1217290832832,608.7812509709042
684.9928540650186,739,733.5839357899534,,692.330411013743,1170.8303255170772,653.1635068784199,,690.8998145977453,726.2901663178598,609.2417763507716
685.0032439187312,730,732.7052813247989,,692.3454110137429,1178.9307887131188,653.6240322582871,,690.9148145977452,728.4965693366747,609.7023017306389
685.0136335000615,730,732.2052374814219,,692.3604110137429,1187.1998664136977,654.0845576381544,,690.9298145977452,730.742064070752,610.1628271105061
685.0240228089848,730,731.9276525805883,,692.3754110137429,1195.6425027628757,654.5450830180217,,690.9448145977452,733.0278182020243,610.6233524903735
685.0344118454764,726,731.0480694845754,,692.3904110137429,1204.263822352471,655.005608397889,,690.9598145977452,735.3550430209667,611.0838778702407
685.0448006095116,726,730.0543235917796,,692.4054110137429,1213.06913808497,655.4661337777563,,690.9748145977452,737.7249953806047,611.5444032501081
685.0551891010657,728,729.2117031520294,,692.4204110137429,1222.063959433878,655.9266591576236,,690.9898145977452,740.1389797525986,612.0049286299753
685.065577320114,728,728.5257694283654,,692.4354110137429,1231.2540011243739,656.3871845374908,,691.0048145977452,742.5983503914954,612.4654540098426
685.075965266632,728,727.9651775488527,,692.4504110137428,1240.6451922586182,656.8477099173582,,691.0198145977452,745.10451361364,612.9259793897099
685.0863529405947,725,727.2209164631872,,692.4654110137428,1250.2436859116688,657.3082352972255,,691.0348145977451,747.658930197677,613.3865047695772
685.0967403419776,735,726.7355554688266,,692.4804110137428,1260.0558692256795,657.7687606770928,,691.0498145977451,750.2631179140477,613.8470301494445
685.107127470756,720,726.0228365581575,,692.4954110137428,1270.0883740319287,658.2292860569601,,691.0648145977451,752.9186541913878,614.3075555293118
685.117514326905,722,725.6932653464753,,692.5104110137428,1280.348088032225,658.6898114368273,,691.0798145977451,755.6271789282796,614.768080909179
685.1279009104003,722,724.9299192440119,,692.5254110137428,1290.8421665734313,659.1503368166947,,691.0948145977451,758.3903974593966,615.2286062890464
685.138287221217,730,724.5898151564334,,692.5404110137428,1301.5780450511945,659.6108621965619,,691.1098145977451,761.2100836857078,615.6891316689137
685.1486732593304,730,723.6966854855053,,692.5554110137427,1312.5634519815465,660.0713875764293,,691.1248145977451,764.0880833790924,616.149657048781
685.1590590247158,723,723.4238476487053,,692.5704110137427,1323.806422781841,660.5319129562965,,691.139814597745,767.0263176724445,616.6101824286483
685.1694445173489,723,723.0579257100079,,692.5854110137427,1335.3153143055263,660.9924383361638,,691.154814597745,770.0267867471439,617.0707078085155
685.1798297372043,723,722.255387456341,,692.6004110137427,1347.0988201786065,661.4529637160311,,691.169814597745,773.0915737306159,617.5312331883829
685.190214684258,724,721.7072929187866,,692.6154110137427,1359.165986989306,661.9134890958984,,691.184814597745,776.222848817636,617.9917585682501
685.2005993584851,711,721.3056984604843,,692.6304110137427,1371.5262313864566,662.3740144757658,,691.199814597745,779.4228736300286,618.4522839481175
685.2109837598607,726,720.8908384252683,,692.6454110137427,1384.189358146585,662.834539855633,,691.214814597745,782.6940058304951,618.9128093279847
685.2213678883605,711,719.7276096132119,,692.6604110137426,1397.1655792745573,663.2950652355003,,691.229814597745,786.0387040074841,619.373334707852
685.2317517439596,729,718.621510415393,,692.6754110137426,1410.4655342080719,663.7555906153676,,691.244814597745,789.4595328492935,619.8338600877194
685.2421353266333,723,718.1641797725451,,692.6904110137426,1424.1003112023038,664.2161159952349,,691.2598145977449,792.9591686269916,620.2943854675866
685.2525186363572,723,717.7952453195729,,692.7054110137426,1438.0814699776968,664.6766413751022,,691.2748145977449,796.5404050072686,620.754910847454
685.2629016731065,716,717.5382594240617,,692.7204110137426,1452.4210657213623,665.1371667549695,,691.2898145977449,800.2061592179994,621.2154362273212
685.2732844368563,716,716.9117811112335,,692.7354110137426,1467.131674540851,665.5976921348367,,691.3048145977449,803.9594785911455,621.6759616071885
685.2836669275824,716,716.6859904318902,,692.7504110137426,1482.226420478376,666.0582175147041,,691.3198145977449,807.8035475096593,622.1364869870558
685.2940491452598,702,716.0767340412467,,692.7654110137426,1497.7190042039547,666.5187428945713,,691.3348145977449,811.7416947873211,622.5970123669231
685.3044310898639,702,715.8379519875965,,692.7804110137425,1513.6237335175852,666.9792682744387,,691.3498145977449,815.77740151299,623.0575377467904
685.3148127613703,716,715.152383620835,,692.7954110137425,1529.9555558036043,667.439793654306,,691.3648145977448,819.9143093936101,623.5180631266577
685.3251941597539,716,714.5651340715364,,692.8104110137425,1546.730092594976,667.9003190341732,,691.3798145977448,824.156229633594,623.9785885065249
685.3355752849903,725,713.9070433393883,,692.8254110137425,1563.963676421575,668.3608444140406,,691.3948145977448,828.5071523919568,624.4391138863923
685.3459561370549,713,713.2732777437042,,692.8404110137425,1581.6733901348132,668.8213697939078,,691.4098145977448,832.9712568629456,624.8996392662596
685.3563367159231,716,712.7739420502251,,692.8554110137425,1599.8771089213235,669.2818951737752,,691.4248145977448,837.5529220310227,625.3601646461269
685.3667170215701,716,712.6080325298931,,692.8704110137425,1618.5935452411509,669.7424205536424,,691.4398145977448,842.2567381571384,625.8206900259942
685.3770970539714,716,712.8200809336145,,692.8854110137424,1637.8422969511619,670.2029459335097,,691.4548145977448,847.0875190604853,626.2812154058614
685.387476813102,716,713.2131365245883,,692.9004110137424,1657.6438989024111,670.663471313377,,691.4698145977447,852.0503152687128,626.7417407857288
685.3978562989377,706,713.136457570158,,692.9154110137424,1678.0198783311703,671.1239966932443,,691.4848145977447,857.1504281202756,627.202266165596
685.4082355114537,710,713.1144820315138,,692.9304110137424,1698.9928143974678,671.5845220731117,,691.4998145977447,862.3934249157176,627.6627915454634
685.4186144506253,696,712.7519438763703,,692.9454110137424,1720.5864022623819,672.0450474529789,,691.5148145977447,867.785155230901,628.1233169253306
685.4289931164278,710,712.8137145286438,,692.9604110137424,1742.8255221362087,672.5055728328462,,691.5298145977447,873.3317685252962,628.5838423051979
685.4393715088369,715,713.1977699664999,,692.9754110137424,1765.7363137739749,672.9660982127135,,691.5448145977447,879.0397332034405,629.0443676850653
685.4497496278276,715,713.5906265589297,,692.9904110137423,1789.3462569426545,673.4266235925808,,691.5598145977447,884.9158573188397,629.5048930649325
685.4601274733755,716,713.6613883128375,,693.0054110137423,1813.684258435799,673.8871489724481,,691.5748145977446,890.9673111484253,629.9654184447999
685.470505045456,712,713.921767405934,,693.0204110137423,1838.7807462659225,674.3476743523154,,691.5898145977446,897.2016519140768,630.4259438246671
685.4808823440443,712,714.4225682021631,,693.0354110137423,1864.6677717226694,674.8081997321826,,691.6048145977446,903.6268509879156,630.8864692045344
685.4912593691156,708,714.783013988907,,693.0504110137423,1891.3791200450535,675.26872511205,,691.6198145977446,910.2513239927464,631.3469945844017
685.5016361206457,708,715.5056672230294,,693.0654110137423,1918.9504305184034,675.7292504919172,,691.6348145977446,917.083964301337,631.807519964269
685.5120125986099,724,715.9043431471256,,693.0804110137423,1947.4193268702345,676.1897758717846,,691.6498145977446,924.134180551858,632.2680453441363
685.5223888029834,724,716.4128168435371,,693.0954110137423,1976.8255589032817,676.6503012516519,,691.6648145977446,931.41193893599,632.7285707240036
685.5327647337416,719,716.7904514267483,,693.1104110137422,2007.211156367054,677.1108266315191,,691.6798145977446,938.9278111857545,633.1890961038708
685.54314039086,719,717.0483907366674,,693.1254110137422,2038.6205961302762,677.5713520113865,,691.6948145977445,946.6930293903597,633.6496214837382
685.5535157743138,719,717.1926180233237,,693.1404110137422,2071.100983773717,678.0318773912537,,691.7098145977445,954.7195490211313,634.1101468636055
685.5638908840787,718,717.6296362622293,,693.1554110137422,2104.7022507743663,678.4924027711211,,691.7248145977445,963.0201218371228,634.5706722434728
685.5742657201297,718,718.0716818393652,,693.1704110137422,2139.4773684955658,678.9529281509883,,691.7398145977445,971.6083806927131,635.0311976233401
685.5846402824426,722,718.5263228580635,,693.1854110137422,2175.482580231138,679.4134535308556,,691.7548145977445,980.4989386778034,635.4917230032073
685.5950145709924,724,718.3040143953774,,693.2004110137422,2212.777652572301,679.8739789107229,,691.7698145977445,989.7075054971434,635.9522483830747
685.6053885857547,722,718.1287860605398,,693.2154110137421,2251.4261473713186,680.3345042905902,,691.7848145977445,999.2510245430484,636.4127737629419
685.6157623267048,713,718.0464469502994,,693.2304110137421,2291.495715562637,680.7950296704576,,691.7998145977444,1009.1478347391219,636.8732991428092
685.6261357938184,713,717.9622647435048,,693.2454110137421,2333.0584140675837,681.2555550503248,,691.8148145977444,1019.4178619332351,637.3338245226765
685.6365089870706,721,717.4787288442429,,693.2604110137421,2376.191046949591,681.716080430192,,691.8298145977444,1030.0828453946915,637.7943499025438
685.6468819064368,721,717.1593489979816,,693.2754110137421,2420.97553190035,682.1766058100594,,691.8448145977444,1041.166605817959,638.2548752824111
685.6572545518924,721,716.9663001448238,,693.2904110137421,2467.4992930204153,682.6371311899267,,691.8598145977444,1052.695362143332,638.7154006622784
685.6676269234129,718,716.6294412487308,,693.3054110137421,2515.855680708043,683.097656569794,,691.8748145977444,1064.6981054567505,639.1759260421456
685.6779990209736,718,715.8688483719754,,693.320411013742,2566.1444192850468,683.5581819496613,,691.8898145977444,1077.2070392026562,639.636451422013
685.6883708445503,715,715.1645612042194,,693.335411013742,2618.4720827665096,684.0187073295285,,691.9048145977443,1090.25809590206,640.0969768018803
685.6987423941177,715,715.1380380743323,,693.350411013742,2672.95259892082,684.4792327093959,,691.9198145977443,1103.8915414698013,640.5575021817476
685.7091136696517,711,715.037018700369,,693.365411013742,2729.707781467185,684.9397580892631,,691.9348145977443,1118.1526790158161,641.0180275616149
685.7194846711276,715,714.6809443874929,,693.380411013742,2788.8678899193437,685.4002834691305,,691.9498145977443,1133.0926646286348,641.4785529414821
685.729855398521,715,714.2864078216834,,693.395411013742,2850.5722162074794,685.8608088489977,,691.9648145977443,1148.7694479963252,641.9390783213495
685.7402258518069,715,714.0325867052301,,693.410411013742,2914.96969679667,686.321334228865,,691.9798145977443,1165.2488507294006,642.3996037012167
685.7505960309611,704,713.779335867518,,693.425411013742,2982.2195485714883,686.7818596087324,,691.9948145977443,1182.605794809073,642.8601290810841
685.7609659359588,704,713.5216752364282,,693.4404110137419,3052.4919262753056,687.2423849885996,,692.0098145977443,1200.925692580166,643.3206544609513
685.7713355667754,714,713.3693619496929,,693.4554110137419,3125.968598781763,687.702910368467,,692.0248145977442,1220.306008021643,643.7811798408186
685.7817049233864,714,713.2528074087521,,693.4704110137419,3202.843640937581,688.1634357483342,,692.0398145977442,1240.8579965366928,644.241705220686
685.7920740057674,714,713.2158671473074,,693.4854110137419,3283.3241371519684,688.6239611282015,,692.0548145977442,1262.708627088706,644.7022306005532
685.8024428138937,713,712.7580638739012,,693.5004110137419,3367.630892319019,689.0844865080688,,692.0698145977442,1286.0026860581977,645.1627559804206
685.8128113477405,715,712.3410164310294,,693.5154110137419,3455.9991450439,689.5450118879361,,692.0848145977442,1310.9050566145784,645.6232813602878
685.8231796072835,713,712.0638595630772,,693.5304110137419,3548.6792774965315,690.0055372678033,,692.0998145977442,1337.603160617458,646.0838067401551
685.8335475924979,717,712.2313396614699,,693.5454110137418,3645.9375155283324,690.4660626476707,,692.1148145977442,1366.3095420526292,646.5443321200224
685.8439153033593,717,712.3797857511969,,693.5604110137418,3748.0566119432237,690.926588027538,,692.1298145977441,1397.2645617825087,647.0048574998897
685.8542827398431,717,712.1782528791833,,693.5754110137418,3855.336504989989,691.3871134074053,,692.1448145977441,1430.7391630215538,647.465382879757
685.864649901925,714,711.9418520216884,,693.5904110137418,3968.0949432062507,691.8476387872726,,692.1598145977441,1467.037655573696,647.9259082596243
685.8750167895798,706,711.7108613005735,,693.6054110137418,4086.6680666491075,692.3081641671398,,692.1748145977441,1506.5004547074643,648.3864336394915
685.8853834027836,706,711.5352218535545,,693.6204110137418,4211.410933233286,692.7686895470072,,692.1898145977441,1549.5066978951638,648.8469590193589
685.8957497415114,711,711.2699343838887,,693.6354110137418,4342.697977285807,693.2292149268744,,692.2048145977441,1596.4766498921442,649.3074843992262
685.9061158057388,712,711.2818289198057,,693.6504110137417,4480.923385416453,693.6897403067418,,692.2198145977441,1647.873794254688,649.7680097790935
685.9164815954413,712,710.9944569224607,,693.6654110137417,4626.5013722708345,694.150265686609,,692.234814597744,1704.2064979449292,650.2285351589608
685.9268471105942,712,710.747535224949,,693.6804110137417,4779.866335523665,694.6107910664763,,692.249814597744,1766.029125772353,650.689060538828
685.937212351173,709,710.5987193307059,,693.6954110137417,4941.472865398357,695.0713164463436,,692.264814597744,1833.9424737479844,651.1495859186954
685.9475773171532,708,710.5434145254767,,693.7104110137417,5111.795578843403,695.5318418262109,,692.279814597744,1908.593385677486,651.6101112985626
685.9579420085101,708,711.1365133493844,,693.7254110137417,5291.328741996515,695.9923672060783,,692.294814597744,1990.6734161810482,652.07063667843
685.9683064252196,708,711.7275178408083,,693.7404110137417,5480.585636424428,696.4528925859455,,692.309814597744,2080.9164064370084,652.5311620582972
685.9786705672565,714,712.5484102147293,,693.7554110137417,5680.097614500342,696.9134179658128,,692.324814597744,2180.094846837129,652.9916874381645
685.9890344345966,704,713.1072470003112,,693.7704110137416,5890.412776797649,697.3739433456801,,692.339814597744,2289.0149137923872,653.4522128180319
685.9993980272154,706,713.9817490304066,,693.7854110137416,6112.094189135363,697.8344687255474,,692.3548145977439,2408.510086300532,653.9127381978991
686.0097613450885,704,714.8674995395393,,693.8004110137416,6345.717538493671,698.2949941054147,,692.3698145977439,2539.4332714636907,654.3732635777665
686.0201243881909,706,715.8162828615174,,693.8154110137416,6591.868105026218,698.755519485282,,692.3848145977439,2682.647396469164,654.8337889576337
686.0304871564985,716,716.8419722548604,,693.8304110137416,6851.1369014811025,699.2160448651492,,692.3998145977439,2839.0144567656457,655.294314337501
686.0408496499863,716,717.6063150332759,,693.8454110137416,7124.1158012676615,699.6765702450166,,692.4148145977439,3009.3830449818342,655.7548397173683
686.0512118686302,729,718.3928171033008,,693.8604110137416,7411.391442128762,700.1370956248838,,692.4298145977439,3194.5744207675357,656.2153650972356
686.0615738124055,721,718.9540752201925,,693.8754110137415,7713.537654168116,700.5976210047512,,692.4448145977439,3395.367215921198,656.6758904771029
686.0719354812877,730,720.0647207084924,,693.8904110137415,8031.106119581125,701.0581463846185,,692.4598145977438,3612.4808991630634,657.1364158569702
686.0822968752523,729,720.9229479181846,,693.9054110137415,8364.614928271878,701.5186717644857,,692.4748145977438,3846.558147570616,657.5969412368374
686.0926579942745,730,721.9201872052606,,693.9204110137415,8714.534650991482,701.9791971443531,,692.4898145977438,4098.146283574916,658.0574666167048
686.1030188383301,729,722.7583109269424,,693.9354110137415,9081.271513385413,702.4397225242203,,692.5048145977438,4367.677933999682,658.517991996572
686.1133794073944,724,723.3863522579328,,693.9504110137415,9465.147225774577,702.9002479040877,,692.5198145977438,4655.45104761621,658.9785173764394
686.123739701443,724,723.7496530901959,,693.9654110137415,9866.375012163398,703.3607732839549,,692.5348145977438,4961.60836749178,659.4390427563067
686.1340997204513,723,723.7482871039381,,693.9804110137414,10285.031398046005,703.8212986638222,,692.5498145977438,5286.116392804607,659.8995681361739
686.1444594643948,729,724.4244450710867,,693.9954110137414,10721.023373289734,704.2818240436895,,692.5648145977437,5628.7437828745515,660.3600935160413
686.154818933249,723,724.7043047655565,,694.0104110137414,11174.050660203222,704.7423494235568,,692.5798145977437,5989.039058589461,660.8206188959085
686.1651781269894,725,724.3663104512328,,694.0254110137414,11643.563007451647,705.2028748034242,,692.5948145977437,6366.307353101681,661.2811442757759
686.1755370455915,723,723.80875109291,,694.0404110137414,12128.712719681233,705.6634001832914,,692.6098145977437,6759.585871801244,661.7416696556431
686.1858956890305,723,723.7896702238356,,694.0554110137414,12628.303042962996,706.1239255631587,,692.6248145977437,7167.617667864729,662.2021950355104
686.1962540572821,722,723.7835959433353,,694.0704110137414,13140.73357707644,706.584450943026,,692.6398145977437,7588.823362602898,662.6627204153777
686.2066121503219,722,723.84593320007,,694.0854110137413,13663.944588907683,707.0449763228933,,692.6548145977437,8021.270590999101,663.123245795245
686.2169699681253,731,723.8069572268848,,694.1004110137413,14195.362953265063,707.5055017027606,,692.6698145977437,8462.641296309906,663.5837711751124
686.2273275106678,731,723.6546772748968,,694.1154110137413,14731.853420008762,707.9660270826279,,692.6848145977436,8910.197605133779,664.0442965549796
686.2376847779249,712,723.722143036429,,694.1304110137413,15269.67993599529,708.4265524624951,,692.6998145977436,9360.747953756583,664.5048219348469
686.2480417698722,712,723.8917194552951,,694.1454110137413,15804.482727893412,708.8870778423625,,692.7148145977436,9810.616450181504,664.9653473147142
686.2583984864849,724,724.0840033557289,,694.1604110137413,16331.27761650958,709.3476032222297,,692.7298145977436,10255.620127024185,665.4258726945815
686.2687549277385,724,724.3012417848078,,694.1754110137413,16844.4843741935,709.8081286020971,,692.7448145977436,10691.060646533711,665.8863980744488
686.279111093609,724,724.448870219828,,694.1904110137413,17337.99060993496,710.2686539819643,,692.7598145977436,11111.738883738848,666.3469234543161
686.2894669840716,724,724.8046835958298,,694.2054110137412,17805.256429302277,710.7291793618316,,692.7748145977436,11512.002169035713,666.8074488341833
686.2998225991015,724,724.6148710279655,,694.2204110137412,18239.46278346523,711.189704741699,,692.7898145977435,11885.834164807915,667.2679742140507
686.3101779386748,728,724.5332205103796,,694.2354110137412,18633.702938170074,711.6502301215662,,692.8048145977435,12226.995633656816,667.728499593918
686.3205330027664,728,725.6277553195239,,694.2504110137412,18981.212009242277,712.1107555014336,,692.8198145977435,12529.22008645541,668.1890249737853
686.3308877913522,728,726.7184269404144,,694.2654110137412,19275.624433708945,712.5712808813008,,692.8348145977435,12786.461249956066,668.6495503536526
686.3412423044077,728,727.2678564668793,,694.2804110137412,19511.244244454447,713.0318062611681,,692.8498145977435,12993.179996324592,669.1100757335198
686.3515965419083,718,727.2511038281468,,694.2954110137412,19683.308951598392,713.4923316410354,,692.8648145977435,13144.648336358909,669.5706011133872
686.3619505038295,728,727.6557360401405,,694.3104110137411,19788.225603342173,713.9528570209027,,692.8798145977435,13237.239673992417,670.0311264932544
686.3723041901469,718,728.0808369954636,,694.3254110137411,19823.75792573842,714.41338240077,,692.8948145977434,13268.67045565118,670.4916518731218
686.382657600836,728,728.6023368379449,,694.3404110137411,19789.146654125256,714.8739077806373,,692.9098145977434,13238.160724772764,670.952177252989
686.3930107358723,739,729.0468595565421,,694.3554110137411,19685.151053164056,715.3344331605045,,692.9248145977434,13146.490437919085,671.4127026328563
686.4033635952313,739,729.0282334374888,,694.3704110137411,19514.00739680171,715.7949585403719,,692.9398145977434,12995.943148663602,671.8732280127236
686.4137161788884,738,729.132442168977,,694.3854110137411,19279.308636836402,716.2554839202392,,692.9548145977434,12790.1454530725,672.3337533925909
686.4240684868195,721,729.3330252046765,,694.4004110137411,18985.817263148165,716.7160093001065,,692.9698145977434,12533.825340347541,672.7942787724583
686.4344205189998,732,729.7504721054162,,694.415411013741,18639.229242852376,717.1765346799738,,692.9848145977434,12232.521938322694,673.2548041523255
686.444772275405,732,729.8428077825523,,694.430411013741,18245.910138921736,717.637060059841,,692.9998145977434,11892.281520245473,673.7153295321928
686.4551237560104,736,730.5433036906012,,694.445411013741,17812.624835530696,718.0975854397084,,693.0148145977433,11519.370575242854,674.1758549120601
686.4654749607918,736,730.9474513139145,,694.460411013741,17346.28006693299,718.5581108195756,,693.0298145977433,11120.028340713516,674.6363802919274
686.4758258897244,723,730.9026650366158,,694.475411013741,16853.694881958898,719.018636199443,,693.0448145977433,10700.271154273958,675.0969056717947
686.4861765427842,723,730.7779459170367,,694.490411013741,16341.409175040242,719.4791615793102,,693.0598145977433,10265.751685528192,675.557431051662
686.4965269199463,726,730.4144852150073,,694.505411013741,15815.535337187383,719.9396869591775,,693.0748145977433,9821.669059447624,676.0179564315292
686.5068770211866,727,730.5744926250117,,694.520411013741,15281.653596050803,720.4002123390449,,693.0898145977433,9372.721613783333,676.4784818113966
686.5172268464804,727,730.2464416523743,,694.5354110137409,14744.74813082425,720.8607377189121,,693.1048145977433,8923.092315919852,676.9390071912638
686.5275763958034,740,729.9691875178139,,694.5504110137409,14209.17871483918,721.3212630987795,,693.1198145977432,8476.457057854157,677.3995325711312
686.5379256691309,740,729.3043450250015,,694.5654110137409,13678.681401239293,721.7817884786467,,693.1348145977432,8036.007403300541,677.8600579509985
686.5482746664386,736,728.8841585206615,,694.5804110137409,13156.391440164583,722.242313858514,,693.1498145977432,7604.481225660687,678.3205833308657
686.558623387702,736,728.7674661602925,,694.5954110137409,12644.881956806912,722.7028392383813,,693.1648145977432,7184.196581678162,678.7811087107331
686.5689718328969,726,728.9370471728436,,694.6104110137409,12146.21268428031,723.1633646182486,,693.1798145977432,6777.085836369738,679.2416340906003
686.5793200019984,728,729.1606680262245,,694.6254110137409,11661.984022805424,723.6238899981159,,693.1948145977432,6384.728368424762,679.7021594704677
686.5896678949824,726,729.3425706297448,,694.6404110137408,11193.39272631136,724.0844153779832,,693.2098145977432,6008.381124666761,680.1626848503349
686.6000155118245,728,729.5509642920175,,694.6554110137408,10741.286490151997,724.5449407578504,,693.2248145977431,5649.006899705797,680.6232102302022
686.6103628524999,719,729.3271712390126,,694.6704110137408,10306.215565662262,725.0054661377178,,693.2398145977431,5307.300560389606,681.0837356100695
