Wavelength,Intensity
692.67649324966226,9264
692.68667286888422,9492
692.69685219774942,9749
692.70703123623525,9992
692.71720998431783,10154
692.72738844197374,10773
692.73756660917991,11270
692.74774448591268,11616
692.75792207214863,12179
692.76809936786458,12563
692.7782763730371,13278
692.78845308764267,14071
692.798629511658,14305
692.80880564505981,14687
692.81898148782454,15116
692.8291570399291,15550
692.83933230134983,15550
692.84950727206342,15410
692.85968195204646,15245
692.86985634127586,15203
692.88003043972788,14839
692.8902042473793,14767
692.900377764207,14527
692.91055099018718,14306
692.92072392529678,14306
692.93089656951247,14107
692.94106892281081,13929
692.9512409851684,13700
692.9614127565618,13406
692.971584236968,13406
692.98175542636329,13406
692.99192632472466,13353
693.00209693202839,12934
693.01226724825153,12568
693.02243727337054,12233
693.032607007362,12013
693.04277645020261,11638
693.05294560186928,11398
693.06311446233826,11124
693.0732830315867,10681
693.08345130959094,10389
693.09361929632769,10175
693.10378699177363,9831
693.11395439590569,9565
693.12412150870011,9535
693.134288330134,9525
693.14445486018371,9287
693.154621098826,9040
693.16478704603787,8802
693.17495270179552,8625
693.185118066076,8455
693.19528313885587,8301
693.20544792011185,7853
693.21561240982078,7581
693.22577660795889,7298
693.23594051450334,7032
693.24610412943071,6882
693.25626745271757,6732
693.266430484341,6515
693.27659322427712,6369
693.2867556725032,6252
693.29691782899556,6184
693.30707969373111,6084
693.31724126668655,5837
693.32740254783857,5722
693.33756353716387,5661
693.34772423463914,5472
693.3578846402412,5357
693.36804475394683,5174
693.37820457573241,5136
693.38836410557519,5003
693.39852334345142,4866
693.40868228933812,4866
693.41884094321176,4866
693.42899930504939,4820
693.43915737482757,4657
693.44931515252324,4614
693.45947263811286,4614
693.46962983157323,4643
693.47978673288128,4657
693.48994334201348,4675
693.50009965894685,4746
693.510255683658,4766
693.52041141612369,4766
693.53056685632066,4777
693.5407220042257,4747
693.5508768598155,4747
693.56103142306688,4672
693.57118569395675,4672
693.5813396724617,4674
693.59149335855852,4678
693.60164675222381,4690
693.61179985343472,4732
693.6219526621677,4839
693.63210517839968,4871
693.64225740210725,4964
693.65240933326743,5005
693.66256097185692,5043
693.67271231785253,5043
693.682863371231,5230
693.69301413196888,5305
693.70316460004324,5448
693.713314775431,5448
693.72346465810847,5481
693.733614248053,5444
693.74376354524088,5478
693.75391254964916,5478
693.76406126125471,5582
693.77420968003412,5903
693.78435780596453,5994
693.7945056390223,6097
693.80465317918447,6170
693.81480042642784,6238
693.82494738072933,6451
693.83509404206541,6725
693.84524041041334,7023
693.85538648574959,7208
693.86553226805108,7417
693.87567775729451,7429
693.885822953457,7665
693.89596785651509,8165
693.90611246644573,8408
693.91625678322589,8825
693.92640080683191,8910
693.93654453724116,9172
693.94668797443023,9332
693.95683111837593,9501
693.96697396905518,10010
693.97711652644466,10482
693.98725879052154,10727
693.99740076126238,11147
694.007542438644,11472
694.01768382264333,11886
694.02782491323728,12199
694.03796571040266,12463
694.04810621411616,13014
694.05824642435482,13383
694.06838634109556,13822
694.078525964315,13900
694.08866529399018,14355
694.09880433009789,14667
694.10894307261492,15184
694.1190815215183,15533
694.1292196767846,15667
694.1393575383911,15725
694.14949510631436,15933
694.15963238053155,16236
694.16976936101912,16811
694.17990604775412,17379
694.19004244071357,18148
694.2001785398744,18773
694.21031434521308,19528
694.22044985670686,19770
694.23058507433257,19770
694.24071999806688,19770
694.25085462788707,19876
694.26098896376959,20004
694.27112300569172,20278
694.28125675363,20578
